original_title,budget,release_date,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Fantasy,Science_Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV,overview
2:13,3500000.0,2009-04-25,120640826.67822856,96.0,4.6,10,"['Mark', 'Thompson', 'Mark', 'Pellegrino', 'Teri', 'Polo', 'Kevin', 'Pollak']",Charles Adelman,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"['a', 'police', 'profiler', 'ha', 'just', 'returned', 'from', 'psychiatric', 'leave', 'only', 'to', 'find', 'that', 'he', 'is', 'caught', 'up', 'in', 'a', 'serial', 'killer', 's', 'rampage', 'fighting', 'to', 'keep', 'buried', 'the', 'trauma', 'of', 'his', 'childhood', 'he', 'must', 'confront', 'the', 'all', 'too', 'familiar', 'flesh', 'mask', 'that', 'the', 'killer', 'leaf', 'on', 'the', 'face', 'of', 'his', 'victim', 'he', 'must', 'face', 'his', 'own', 'demon', 'along', 'with', 'the', 'killer', 'to', 'save', 'his', 'small', 'eroding', 'existence']"
"Batman: The Dark Knight Returns, Part 2",3500000.0,2013-01-18,120640826.67822856,78.0,7.9,419,"['Peter', 'Weller', 'Ariel', 'Winter', 'David', 'Selby', 'Michael', 'Emerson', 'Mark', 'Valley']",Jay Oliva,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['batman', 'ha', 'stopped', 'the', 'reign', 'of', 'terror', 'that', 'the', 'mutant', 'had', 'cast', 'upon', 'his', 'city', 'now', 'an', 'old', 'foe', 'want', 'a', 'reunion', 'and', 'the', 'government', 'want', 'the', 'man', 'of', 'steel', 'to', 'put', 'a', 'stop', 'to', 'batman']"
Time to Choose,3500000.0,2015-09-04,120640826.67822856,100.0,0.0,0,"['Oscar', 'Isaac', 'Jane', 'Goodall', 'Jerry', 'Brown', 'Neal', 'Barnard', 'Michael', 'Pollan']",Charles Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['academy', 'award', 'winning', 'director', 'charles', 'ferguson', 's', 'new', 'film', 'investigates', 'global', 'climate', 'change', 'villain', 'and', 'hero', 'and', 'reveals', 'practical', 'solution', 'to', 'act', 'on']"
In the Name of the King III,3500000.0,2013-12-27,120640826.67822856,85.0,3.3,19,"['Dominic', 'Purcell', 'Ralitsa', 'Paskaleva', 'Bashar', 'Rahal', 'Nikolai', 'Sotirov', 'Marian', 'Valev']",Uwe Boll,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['hazen', 'kaine', 'an', 'american', 'contract', 'killer', 'living', 'in', 'sofia', 'bulgaria', 'get', 'more', 'than', 'he', 'bargain', 'for', 'when', 'he', 'enters', 'into', 'a', 'contract', 'with', 'the', 'mob', 'one', 'last', 'job', 'before', 'he', 'get', 'out', 'and', 'start', 'a', 'new', 'life', 'for', 'himself', 'the', 'target', 'the', 'three', 'child', 'of', 'royal', 'billionaire', 'andon', 'dupont', 'seems', 'simple', 'enough', 'or', 'so', 'he', 'thought', 'hazen', 'apprehends', 'the', 'child', 'and', 'before', 'he', 'can', 'blink', 'an', 'eye', 'a', 'simple', 'necklace', 'worn', 'by', 'one', 'of', 'the', 'child', 'sends', 'his', 'life', 'spiraling', 'back', 'to', 'medieval', 'time', 'now', 'completely', 'out', 'of', 'his', 'element', 'hazen', 'fight', 'for', 'his', 'life', 'a', 'he', 'try', 'to', 'escape', 'a', 'medieval', 'army', 'and', 'a', 'fierce', 'fire', 'breathing', 'dragon']"
Wicked Blood,3500000.0,2014-03-04,120640826.67822856,92.0,5.3,37,"['Abigail', 'Breslin', 'James', 'Purefoy', 'Sean', 'Bean', 'Alexa', 'PenaVega', 'Jake', 'Busey']",Mark Young,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['hannah', 'and', 'amber', 'baker', 'are', 'trapped', 'in', 'a', 'dark', 'southern', 'underworld', 'of', 'violence', 'drug', 'and', 'bikers', 'both', 'live', 'in', 'fear', 'of', 'their', 'uncle', 'frank', 'stinson', 'the', 'ruthless', 'leader', 'of', 'a', 'crime', 'organization']"
Dawn Patrol,38341022.03780454,2015-06-05,120640826.67822856,86.0,5.0,11,"['Scott', 'Eastwood', 'Rita', 'Wilson', 'Jeff', 'Fahey', 'David', 'James', 'Elliott', 'Kim', 'Matula']","Daniel Petrie, Jr.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['after', 'the', 'brutal', 'murder', 'of', 'his', 'beloved', 'brother', 'a', 'small', 'town', 'surfer', 'seek', 'revenge', 'against', 'the', 'gang', 'of', 'merciless', 'thug', 'he', 'hold', 'responsible', 'however', 'when', 'another', 'tragedy', 'brings', 'him', 'face', 'to', 'face', 'with', 'the', 'consequence', 'of', 'his', 'action', 'he', 'must', 'seek', 'forgiveness', 'from', 'the', 'very', 'people', 'he', 'despises', 'most']"
Lords of London,3440000.0,2014-01-06,120640826.67822856,90.0,3.6,6,"['Glen', 'Murphy', 'Ray', 'Winstone', 'Giovanni', 'Capalbo', 'Serena', 'Iansiti', 'Christopher', 'Hatherhall']",Antonio Simoncini,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['tony', 'is', 'a', 'notorious', 'gangster', 'with', 'a', 'big', 'problem', 'he', 'ha', 'woken', 'up', 'in', 'an', 'abandoned', 'farmhouse', 'with', 'blood', 'on', 'his', 'shirt', 'and', 'no', 'memory', 'of', 'how', 'he', 'got', 'there', 'he', 'stumble', 'into', 'a', 'small', 'town', 'and', 'discovers', 'he', 's', 'in', 'an', 'italian', 'village', 'that', 'seems', 'to', 'be', 'lost', 'in', 'time']"
High Anxiety,3400000.0,1977-12-25,31063038.0,94.0,6.5,84,"['Mel', 'Brooks', 'Madeline', 'Kahn', 'Cloris', 'Leachman', 'Harvey', 'Korman', 'Ron', 'Carey']",Mel Brooks,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"['dr', 'richard', 'thorndyke', 'arrives', 'a', 'new', 'administrator', 'of', 'the', 'psychoneurotic', 'institute', 'for', 'the', 'very', 'very', 'nervous', 'to', 'discover', 'some', 'suspicious', 'going', 'on', 'when', 'he', 's', 'framed', 'for', 'murder', 'dr', 'thorndyke', 'must', 'confront', 'his', 'own', 'psychiatric', 'condition', 'high', 'anxiety', 'in', 'order', 'to', 'clear', 'his', 'name']"
Margin Call,3500000.0,2011-09-28,19504039.0,107.0,6.7,524,"['Kevin', 'Spacey', 'Paul', 'Bettany', 'Jeremy', 'Irons', 'Zachary', 'Quinto', 'Ashley', 'Williams']",J.C. Chandor,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'thriller', 'that', 'revolves', 'around', 'the', 'key', 'people', 'at', 'an', 'investment', 'bank', 'over', 'a', '24', 'hour', 'period', 'during', 'the', 'early', 'stage', 'of', 'the', 'financial', 'crisis']"
August,38341022.03780454,2011-06-09,120640826.67822856,100.0,6.2,15,"['Murray', 'Bartlett', 'Daniel', 'Dugan', 'Adrian', 'Gonzalez']",Eldar Rapaport,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['august', 'tell', 'the', 'story', 'of', 'two', 'former', 'lover', 'troy', 'and', 'jonathan', 'who', 'reunite', 'after', 'a', 'long', 'ago', 'painful', 'breakup', 'after', 'spending', 'several', 'year', 'in', 'spain', 'troy', 'return', 'to', 'los', 'angeles', 'and', 'decides', 'to', 'phone', 'jonathan', 'and', 'meet', 'for', 'coffee', 'a', 'seemingly', 'innocent', 'rendezvous', 'turn', 'into', 'an', 'attempt', 'to', 'revive', 'passion', 'past', 'only', 'this', 'time', 'it', 's', 'not', 'that', 'simple', 'a', 'jonathan', 'ha', 'a', 'new', 'beau', 'raul', 'and', 'is', 'trying', 'to', 'make', 'the', 'right', 'decision', 'a', 'second', 'time', 'around']"
Choke,3000000.0,2008-09-26,3830137.0,92.0,6.0,127,"['Sam', 'Rockwell', 'Anjelica', 'Huston', 'Kelly', 'Macdonald', 'Brad', 'William', 'Henke', 'Clark', 'Gregg']",Clark Gregg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['a', 'sex', 'addicted', 'con', 'man', 'pay', 'for', 'his', 'mother', 's', 'hospital', 'bill', 'by', 'playing', 'on', 'the', 'sympathy', 'of', 'those', 'who', 'rescue', 'him', 'from', 'choking', 'to', 'death']"
Whiplash,3300000.0,2014-10-10,13092000.0,105.0,8.3,4254,"['Miles', 'Teller', 'JK', 'Simmons', 'Melissa', 'Benoist', 'Austin', 'Stowell', 'Jayson', 'Blair']",Damien Chazelle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['under', 'the', 'direction', 'of', 'a', 'ruthless', 'instructor', 'a', 'talented', 'young', 'drummer', 'begin', 'to', 'pursue', 'perfection', 'at', 'any', 'cost', 'even', 'his', 'humanity']"
Human Traffic,600000.0,1999-06-04,4000000.0,99.0,6.8,97,"['John', 'Simm', 'Danny', 'Dyer', 'Lorraine', 'Pilkington', 'Shaun', 'Parkes', 'Nicola', 'Reynolds']",Justin Kerrigan,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['all', 'that', 'exists', 'now', 'is', 'club', 'drug', 'pub', 'and', 'party', 'i', 've', 'got', '48', 'hour', 'off', 'from', 'the', 'world', 'man', 'i', 'm', 'gonna', 'blow', 'steam', 'out', 'of', 'my', 'head', 'like', 'a', 'screaming', 'kettle', 'i', 'm', 'gonna', 'talk', 'cod', 'hit', 'to', 'stranger', 'all', 'night', 'i', 'm', 'gonna', 'lose', 'the', 'plot', 'on', 'the', 'dance', 'floor', 'the', 'free', 'radical', 'inside', 'me', 'are', 'freaking', 'man', 'tonight', 'i', 'm', 'jip', 'travolta', 'i', 'm', 'peter', 'popper', 'i', 'm', 'going', 'to', 'never', 'never', 'land', 'with', 'my', 'chosen', 'family', 'man', 'we', 're', 'going', 'to', 'get', 'more', 'spaced', 'out', 'than', 'neil', 'armstrong', 'ever', 'did', 'anything', 'could', 'happen', 'tonight', 'you', 'know', 'this', 'could', 'be', 'the', 'best', 'night', 'of', 'my', 'life', 'i', 've', 'got', '73', 'quid', 'in', 'my', 'back', 'burner', 'i', 'm', 'gonna', 'wax', 'the', 'lot', 'man', 'the', 'milky', 'bar', 'are', 'on', 'me', 'yeah']"
To Write Love on Her Arms,3400000.0,2015-03-13,120640826.67822856,118.0,6.8,47,"['Kat', 'Dennings', 'Chad', 'Michael', 'Murray', 'Rupert', 'Friend', 'Corbin', 'Bleu', 'Mark', 'Saul']",Nathan Frankowski,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['the', 'story', 'follows', '19', 'year', 'old', 'renee', 'who', 'ha', 'always', 'loved', 'fairy', 'tale', 'the', 'idea', 'of', 'a', 'princess', 'a', 'hero', 'and', 'a', 'happily', 'ever', 'after', 'but', 'renee', 's', 'life', 'is', 'that', 'of', 'a', 'darker', 'tale', 'she', 's', 'a', 'young', 'woman', 'battling', 'addiction', 'depression', 'and', 'self', 'injury', 'in', 'a', 'creative', 'blend', 'of', 'artistic', 'fantasy', 'balanced', 'with', 'harsh', 'reality', 'the', 'movie', 'follows', 'renee', 'on', 'her', 'courageous', 'journey', 'towards', 'recovery']"
The Dead Girl,38341022.03780454,2006-11-07,120640826.67822856,85.0,6.4,66,"['Brittany', 'Murphy', 'Toni', 'Collette', 'Rose', 'Byrne', 'Josh', 'Brolin', 'James', 'Franco']",Karen Moncrieff,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['the', 'clue', 'to', 'a', 'young', 'woman', 's', 'death', 'come', 'together', 'a', 'the', 'life', 'of', 'seemingly', 'unrelated', 'people', 'begin', 'to', 'intersect']"
A Christmas Story,38341022.03780454,1983-11-18,19294144.0,94.0,7.4,344,"['Melinda', 'Dillon', 'Darren', 'McGavin', 'Peter', 'Billingsley', 'Jean', 'Shepherd', 'Ian', 'Petrella']",Bob Clark,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"['the', 'comic', 'mishap', 'and', 'adventure', 'of', 'a', 'young', 'boy', 'named', 'ralph', 'trying', 'to', 'convince', 'his', 'parent', 'teacher', 'and', 'santa', 'that', 'a', 'red', 'ryder', 'b', 'b', 'gun', 'really', 'is', 'the', 'perfect', 'christmas', 'gift', 'for', 'the', '1940s']"
Bella,38341022.03780454,2006-09-09,120640826.67822856,91.0,6.7,37,"['Tammy', 'Blanchard', 'Anguelica', 'Aragufn', 'Ali', 'Landry', 'Jaime', 'Tirelli', 'Manny', 'Puerez']",Alejandro Monteverde,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['an', 'international', 'soccer', 'star', 'is', 'on', 'his', 'way', 'to', 'sign', 'a', 'multimillion', 'dollar', 'contract', 'when', 'something', 'happens', 'that', 'brings', 'his', 'career', 'to', 'an', 'abrupt', 'end', 'a', 'beautiful', 'waitress', 'struggling', 'to', 'make', 'it', 'in', 'new', 'york', 'city', 'discovers', 'something', 'about', 'herself', 'that', 'she', 's', 'unprepared', 'for', 'in', 'one', 'irreversible', 'moment', 'their', 'life', 'are', 'turned', 'upside', 'down']"
Class of 1984,4300000.0,1982-08-20,120640826.67822856,98.0,6.2,66,"['Perry', 'King', 'Merrie', 'Lynn', 'Ross', 'Tim', 'Van', 'Patten', 'Michael', 'J', 'Fox', 'Roddy', 'McDowall']",Mark L. Lester,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['andy', 'is', 'a', 'new', 'teacher', 'at', 'a', 'inner', 'city', 'high', 'school', 'that', 'is', 'like', 'nothing', 'he', 'ha', 'ever', 'seen', 'before', 'there', 'is', 'metal', 'detector', 'at', 'the', 'front', 'door', 'and', 'everything', 'is', 'basically', 'run', 'by', 'a', 'tough', 'kid', 'named', 'peter', 'stegman', 'soon', 'andy', 'and', 'stegman', 'become', 'enemy', 'and', 'stegman', 'will', 'stop', 'at', 'nothing', 'to', 'protect', 'his', 'turf', 'and', 'drug', 'dealing', 'business']"
Opposite Sex,3300000.0,2014-11-08,45000.0,96.0,4.1,9,"['Mena', 'Suvari', 'Eric', 'Roberts', 'Kristin', 'Chenoweth', 'Dana', 'Ashbrook', 'Kenan', 'Thompson']",Jonathan Silverman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['a', 'bet', 's', 'a', 'bet', 'tell', 'the', 'story', 'of', 'vince', 'new', 'england', 's', 'most', 'successful', 'divorce', 'attorney', 'to', 'vince', 'life', 'is', 'one', 'big', 'competition', 'and', 'losing', 'is', 'unacceptable', 'this', 'also', 'applies', 'in', 'his', 'dating', 'life', 'with', 'his', 'love', 'em', 'and', 'leave', 'em', 'approach', 'then', 'vince', 'meet', 'jane', 'who', 'is', 'beautiful', 'successful', 'and', 'also', 'extremely', 'driven', 'together', 'they', 'enter', 'into', 'a', 'series', 'of', 'entertaining', 'wager', 'with', 'each', 'other', 'where', 'the', 'winner', 'get', 'to', 'decide', 'the', 'fate', 'of', 'the', 'loser', 'after', 'all', 'a', 'bet', 's', 'a', 'bet']"
Dreaming of Joseph Lees,2000000.0,1999-10-29,7.0,92.0,8.0,1,"['Rupert', 'Graves', 'Samantha', 'Morton', 'Nicholas', 'Woodeson', 'Lee', 'Ross', 'Felix', 'Billson']",Eric Styles,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['set', 'in', 'rural', 'england', 'in', 'the', '1950s', 'eva', 'samantha', 'morton', 'fantasises', 'about', 'her', 'handsome', 'worldly', 'cousin', 'joseph', 'lee', 'rupert', 'graf', 'with', 'whom', 'she', 'fell', 'in', 'love', 'a', 'a', 'girl', 'however', 'stuck', 'in', 'a', 'closed', 'community', 'she', 'becomes', 'the', 'object', 'of', 'someone', 'else', 's', 'fantasy', 'harry', 'lee', 'ross', 'when', 'harry', 'learns', 'that', 'eva', 'is', 'planning', 'to', 'leave', 'the', 'village', 'in', 'order', 'to', 'live', 'with', 'and', 'look', 'after', 'the', 'injured', 'lee', 'he', 'devise', 'a', 'gruesome', 'scheme', 'in', 'order', 'to', 'force', 'her', 'to', 'stay', 'and', 'look', 'after', 'him']"
Rosemary's Baby,3200000.0,1968-06-12,33395426.0,136.0,7.5,863,"['Mia', 'Farrow', 'John', 'Cassavetes', 'Ruth', 'Gordon', 'Sidney', 'Blackmer', 'Maurice', 'Evans']",Roman Polanski,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['a', 'young', 'couple', 'move', 'into', 'an', 'infamous', 'new', 'york', 'apartment', 'building', 'to', 'start', 'a', 'family', 'thing', 'become', 'frightening', 'a', 'rosemary', 'begin', 'to', 'suspect', 'her', 'unborn', 'baby', 'isn', 't', 'safe', 'around', 'their', 'strange', 'neighbor']"
The Man Who Shot Liberty Valance,3200000.0,1962-04-22,8000000.0,123.0,7.4,265,"['John', 'Wayne', 'James', 'Stewart', 'Vera', 'Miles', 'Lee', 'Marvin', 'Edmond', 'OBrien']",John Ford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['a', 'senator', 'who', 'became', 'famous', 'for', 'killing', 'a', 'notorious', 'outlaw', 'return', 'for', 'the', 'funeral', 'of', 'an', 'old', 'friend', 'and', 'tell', 'the', 'truth', 'about', 'his', 'deed']"
Adam,38341022.03780454,2009-07-29,2277396.0,99.0,6.9,150,"['Hugh', 'Dancy', 'Rose', 'Byrne', 'Peter', 'Gallagher', 'Amy', 'Irving', 'Frankie', 'Faison']",Max Mayer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['adam', 'a', 'lonely', 'man', 'with', 'asperger', 's', 'syndrome', 'develops', 'a', 'relationship', 'with', 'his', 'upstairs', 'neighbor', 'beth']"
Beginners,3200000.0,2010-09-11,5332926.0,105.0,6.8,347,"['Ewan', 'McGregor', 'Christopher', 'Plummer', 'Muelanie', 'Laurent', 'Goran', 'Visnjic', 'Kai', 'Lennox']",Mike Mills,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['a', 'young', 'man', 'is', 'rocked', 'by', 'two', 'announcement', 'from', 'his', 'elderly', 'father', 'that', 'he', 'ha', 'terminal', 'cancer', 'and', 'that', 'he', 'ha', 'a', 'young', 'male', 'lover']"
Feast,38341022.03780454,2005-10-14,658573.0,95.0,6.1,160,"['Balthazar', 'Getty', 'Henry', 'Rollins', 'Navi', 'Rawat', 'Judah', 'Friedlander', 'Jason', 'Mewes']",John Gulager,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['patron', 'locked', 'inside', 'of', 'a', 'bar', 'are', 'forced', 'to', 'fight', 'monster']"
Animal House,2700000.0,1978-07-27,141000000.0,109.0,7.0,418,"['John', 'Belushi', 'Tim', 'Matheson', 'John', 'Vernon', 'Verna', 'Bloom', 'Tom', 'Hulce']",John Landis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['at', 'a', '1962', 'college', 'dean', 'vernon', 'wormer', 'is', 'determined', 'to', 'expel', 'the', 'entire', 'delta', 'tau', 'chi', 'fraternity', 'but', 'those', 'troublemaker', 'have', 'other', 'plan', 'for', 'him']"
Goldfinger,2500000.0,1964-09-17,124881062.0,110.0,7.2,987,"['Sean', 'Connery', 'Honor', 'Blackman', 'Gert', 'Frufbe', 'Shirley', 'Eaton', 'Tania', 'Mallet']",Guy Hamilton,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['special', 'agent', '007', 'sean', 'connery', 'come', 'face', 'to', 'face', 'with', 'one', 'of', 'the', 'most', 'notorious', 'villain', 'of', 'all', 'time', 'and', 'now', 'he', 'must', 'outwit', 'and', 'outgun', 'the', 'powerful', 'tycoon', 'to', 'prevent', 'him', 'from', 'cashing', 'in', 'on', 'a', 'devious', 'scheme', 'to', 'raid', 'fort', 'knox', 'and', 'obliterate', 'the', 'world', 's', 'economy']"
Antiviral,2400000.0,2012-09-19,120640826.67822856,110.0,5.7,112,"['Caleb', 'Landry', 'Jones', 'Sarah', 'Gadon', 'Malcolm', 'McDowell', 'Joe', 'Pingue', 'Sheila', 'McCarthy']",Brandon Cronenberg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['after', 'becoming', 'infected', 'with', 'the', 'virus', 'that', 'killed', 'superstar', 'hannah', 'geist', 'syd', 'march', 'must', 'unravel', 'the', 'mystery', 'surrounding', 'her', 'death', 'to', 'save', 'his', 'own', 'life']"
It's a Wonderful Life,3180000.0,1946-12-20,9644124.0,130.0,8.0,1076,"['James', 'Stewart', 'Donna', 'Reed', 'Lionel', 'Barrymore', 'Thomas', 'Mitchell', 'Henry', 'Travers']",Frank Capra,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['george', 'bailey', 'ha', 'spent', 'his', 'entire', 'life', 'giving', 'of', 'himself', 'to', 'the', 'people', 'of', 'bedford', 'fall', 'he', 'ha', 'always', 'longed', 'to', 'travel', 'but', 'never', 'had', 'the', 'opportunity', 'in', 'order', 'to', 'prevent', 'rich', 'skinflint', 'mr', 'potter', 'from', 'taking', 'over', 'the', 'entire', 'town', 'all', 'that', 'prevents', 'him', 'from', 'doing', 'so', 'is', 'george', 's', 'modest', 'building', 'and', 'loan', 'company', 'which', 'wa', 'founded', 'by', 'his', 'generous', 'father', 'but', 'on', 'christmas', 'eve', 'george', 's', 'uncle', 'billy', 'loses', 'the', 'business', 's', '8', '000', 'while', 'intending', 'to', 'deposit', 'it', 'in', 'the', 'bank', 'potter', 'find', 'the', 'misplaced', 'money', 'hide', 'it', 'from', 'billy', 'and', 'george', 's', 'trouble', 'begin']"
Trainspotting,4000000.0,1996-02-23,16491080.0,93.0,7.8,2655,"['Ewan', 'McGregor', 'Ewen', 'Bremner', 'Jonny', 'Lee', 'Miller', 'Robert', 'Carlyle', 'Kelly', 'Macdonald']",Danny Boyle,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['renton', 'deeply', 'immersed', 'in', 'the', 'edinburgh', 'drug', 'scene', 'try', 'to', 'clean', 'up', 'and', 'get', 'out', 'despite', 'the', 'allure', 'of', 'the', 'drug', 'and', 'influence', 'of', 'friend']"
The Original Kings of Comedy,38341022.03780454,2000-08-18,120640826.67822856,115.0,6.3,15,"['Steve', 'Harvey', 'D', 'L', 'Hughley', 'Cedric', 'the', 'Entertainer', 'Bernie', 'Mac']",Spike Lee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['the', 'original', 'king', 'of', 'comedy', 'achieves', 'the', 'seemingly', 'impossible', 'task', 'of', 'capturing', 'the', 'rollicking', 'and', 'sly', 'comedy', 'routine', 'of', 'stand', 'up', 'and', 'sitcom', 'vet', 'steve', 'harvey', 'd', 'l', 'hughley', 'cedric', 'the', 'entertainer', 'and', 'bernie', 'mac', 'and', 'the', 'magic', 'of', 'experiencing', 'a', 'live', 'concert', 'show', 'director', 'spike', 'lee', 'and', 'his', 'crew', 'plant', 'a', 'multitude', 'of', 'camera', 'in', 'a', 'packed', 'stadium', 'and', 'onstage', 'a', 'well', 'a', 'backstage', 'a', 'they', 'follow', 'the', 'comedian', 'to', 'catch', 'the', 'vivid', 'immediacy', 'of', 'the', 'show', 'which', 'is', 'a', 'much', 'about', 'the', 'audience', 'a', 'it', 'is', 'about', 'the', 'joke']"
Paranormal Activity 2,3000000.0,2010-10-20,177512032.0,91.0,5.7,722,"['Katie', 'Featherston', 'David', 'Bierend', 'Brian', 'Boland', 'Molly', 'Ephraim', 'Seth', 'Ginsberg']",Tod Williams,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['just', 'a', 'dan', 'and', 'kristi', 'welcome', 'a', 'newborn', 'baby', 'into', 'their', 'home', 'a', 'demonic', 'presence', 'begin', 'terrorizing', 'them', 'tearing', 'apart', 'their', 'perfect', 'world', 'and', 'turning', 'it', 'into', 'an', 'inescapable', 'nightmare', 'security', 'camera', 'capture', 'the', 'torment', 'making', 'every', 'minute', 'horrifyingly', 'real']"
Waking Ned,38341022.03780454,1998-09-15,120640826.67822856,91.0,7.4,54,"['Ian', 'Bannen', 'David', 'Kelly', 'Fionnula', 'Flanagan', 'Susan', 'Lynch', 'Brendan', 'Dempsey']",Kirk Jones,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['when', 'a', 'lottery', 'winner', 'dy', 'of', 'shock', 'his', 'fellow', 'townsfolk', 'attempt', 'to', 'claim', 'the', 'money']"
Bowling for Columbine,4000000.0,2002-10-09,35564473.0,120.0,7.3,453,"['Michael', 'Moore', 'George', 'H', 'W', 'Bush', 'George', 'W', 'Bush', 'Dick', 'Clark', 'Charlton', 'Heston']",Michael Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['why', 'do', '11', '000', 'people', 'die', 'in', 'america', 'each', 'year', 'at', 'the', 'hand', 'of', 'gun', 'violence', 'talking', 'head', 'yelling', 'from', 'every', 'tv', 'camera', 'blame', 'everything', 'from', 'satan', 'to', 'video', 'game', 'but', 'are', 'we', 'that', 'much', 'different', 'from', 'many', 'other', 'country', 'what', 'set', 'u', 'apart', 'how', 'have', 'we', 'become', 'both', 'the', 'master', 'and', 'victim', 'of', 'such', 'enormous', 'amount', 'of', 'violence', 'this', 'is', 'not', 'a', 'film', 'about', 'gun', 'control', 'it', 'is', 'a', 'film', 'about', 'the', 'fearful', 'heart', 'and', 'soul', 'of', 'the', 'united', 'state', 'and', 'the', '280', 'million', 'american', 'lucky', 'enough', 'to', 'have', 'the', 'right', 'to', 'a', 'constitutionally', 'protected', 'uzi', 'from', 'a', 'look', 'at', 'the', 'columbine', 'high', 'school', 'security', 'camera', 'tape', 'to', 'the', 'home', 'of', 'oscar', 'winning', 'nra', 'president', 'charlton', 'heston', 'from', 'a', 'young', 'man', 'who', 'make', 'homemade', 'napalm', 'with', 'the', 'anarchist', 's', 'cookbook', 'to', 'the', 'murder', 'of', 'a', 'six', 'year', 'old', 'girl', 'by', 'another', 'six', 'year', 'old', 'bowling', 'for', 'columbine', 'is', 'a', 'journey', 'through', 'america', 'through', 'our', 'past', 'hoping', 'to', 'discover', 'why', 'our', 'pursuit', 'of', 'happiness', 'is', 'so', 'riddled', 'with', 'violence']"
